A1;;;
A2;;;
A4;;;
A5;;;
A6;;;
A7;;;
A8;;;
A9;;;
A10;;;
Dorsal medial pallium;;;
Dorsal medial terminal nucleus;;;
Dorsal midline thalamus;;;
Dorsal motor nucleus of vagus nerve;10;dorsal efferent nucleus of vagus, dorsal motor nucleus, dorsal motor nucleus of vagus nerve, dorsal nucleus of vagus nerve, dorsal vagal nucleus, Nucleus dorsalis motorius nervi vagi, Nucleus dorsalis nervi vagi;
Dorsal neostriatum;;;
Dorsal neural tube;;;
Dorsal nucleus laminaris;;;
Dorsal nucleus of lateral geniculate body;LG;lateral geniculate nucleus, dorsal lateral geniculate nucleus, dorsal nucleus of lateral geniculate body, Nucleus geniculatus lateralis dorsalis, Nucleus geniculatus lateralis pars dorsalis;
Dorsal nucleus of lateral lemniscus;DLL;dorsal nucleus of lateral lemniscus;
Dorsal nucleus of medial geniculate body;DMG;;
Dorsal nucleus of the spinal cord caudal part;;;
Dorsal nucleus of the spinal cord;;;
Dorsal nucleus of trapezoid body;;;
Dorsal nucleus raphe;;;
Dorsal oculomotor nucleus;D3;;
Dorsal pallidum;;;
Dorsal part of lateral nucleus;;;
Dorsal part of the anterior cingulate;;;
Dorsal part of the lateral geniculate complex;;;
Dorsal posterior nucleus;;;
Dorsal prelimbic;;;
Dorsal premammillary nucleus;;;
dorsal pulvinar;;;
Dorsal raphe ;DR;DR, Dorsal raphe nucleus, dorsal nucleus of the raphe, dorsal nucleus raphe, Nucleus raphe dorsalis, Nucleus raphes dorsalis;
Dorsal retrosplenial cortex;;;
Dorsal root ganglia;;dorsal root ganglion;
Dorsal roots;;;
Dorsal septal nucleus;DS;;
Dorsal septum;;;
Dorsal spinal cord;;;
Dorsal spinocerebellar tract;;;
Dorsal tegmental decussation;;;
Dorsal tegmental nucleus pars dorsalis;;;
Dorsal tegmental nucleus pars ventralis;;;
Dorsal tegmental nucleus;DTg;Nucleus dorsalis tegmenti;
Dorsal tegmental tract;;;
Dorsal terminal nucleus of the accessory optic tract;;;
Dorsal thalamic nuclei;;dorsal thalamus;
Dorsal trigeminal tract;d5;dorsal trigeminothalamic tract, reticulothalamic tract;
Dorsal vagal complex;;;
Dorsointermediate area;;;
Dorsolateral area;;Dorsolateral region;
Dorsolateral bed nucleus of the stria terminalis;;;
Dorsolateral caudate nucleus;;;
Dorsolateral column;;;
Dorsolateral fascicle;;;
Dorsolateral funiculus;;;
Dorsolateral gray matter;;;
Dorsolateral hump;;;
Dorsolateral lateral nucleus;;;
Dorsolateral oculomotor subnucleus;;;
Dorsolateral orbital;;;
Dorsolateral pons;;;
Dorsolateral prefrontal cortex;;;
Dorsolateral sagulum;;;
Dorsolateral septum;;;
Dorsolateral striatum;;;
Dorsolateral subnucleus;;;
Dorsolateral;;;
Dorsolateral region anterior thalamus;;;
Dorsomedial basilar pontine;;;
Dorsomedial hypothalamic region;;;
Dorsomedial medulla;;;
Dorsomedial nucleus of hypothalamus;DMH;dorsomedial hypothalamic nucleus, dorsomedial nucleus, dorsomedial nucleus hypothalamus, dorsomedial nucleus of hypothalamus, Nucleus dorsomedialis hypothalami, Nucleus hypothalamicus dorsomedialis;
Dorsomedial nucleus of the hypothalamus anterior part;;;
Dorsomedial nucleus of the hypothalamus posterior part;;;
Dorsomedial nucleus of the hypothalamus ventral part;;;
Dorsomedial nucleus of the hypothalamus;;;
Dorsomedial nucleus of the thalamus;;;
Dorsomedial nucleus;;dorsomedial,Dorsomedial nuclei;
Dorsomedial pontine tegmental;;;
Dorsomedial portion of the putamen;;;
Dorsomedial prearcuate;;;
Dorsomedial subnucleus;;;
Dorsomedial suprachiasmatic nucleus;;;
Dorsomedial visual area;;;
Dorsotemporal retina;;;
Dura mater;;;
dorsal ventricular ridge;DVR;;
Dysgranular anterior insular cortex;;;
Dysgranular cortex;;;
Dysgranular insular cortex;;;
Dysgranular parietal insular cortex;;;
Ectomamillary nucleus;;;
Ectorhinal area;;;
Ectosylvian cortex;;;
Edinger-Westphal nucleus;;;
Efferent cochlear group;;;
Efferent cochleovestibular bundle;;;
Efferent vestibular nuclei;;Efferent vestibular nucleus;
Eighth cranial nerve;;;
Electrosensory lateral line lobe;;;
Emboliform nucleus;Emb;anterior interposed nucleus, anterior interpositus nucleus;
Eminentia granularis pars posterior;;;
Eminentia granularis posterior;;;
Eminentia granularis;;;
Endbulbs of Held;;;
Endopiriform nucleus dorsal part;;;
Endopiriform nucleus ventral part;;;
Endopiriform nucleus;En;endopiriform nucleus, ventral claustrum;
Endopiriform region;;;
Entire retina;;;
Entopeduncular nucleus;;Nucleus entopeduncularis,entopeduncular;
Entorhinal area;;;
Entorhinal cortex layer 2 cell island;;;
Entorhinal cortex;Ent;entorhinal area,entorhinal cortical,entorhinal cortices;
Ependyma;;;
Epiphysis;;;
Epithalamus;Eth;epithalamus complex;
Extended amygdala;;;
External amygdala;;;
External capsule;ec;Capsula externa;
External cuneate nucleus;;;
external globus pallidus;;;
External lateral parabrachial nucleus;;;
External lateral parabrachial subnucleus;;;
External medial subnuclei;;;
External medial;;;
External nucleus of inferior colliculus;EIC;;
Extrahypothalamic area;;;
Extrapyramidal fiber systems;;;
Extrastriate area;;Extrastriate cortex;
extrastriate visual area;;;
Extratrigeminal;;;
Extreme capsule;exc;Capsula extrema;
Facial accessory nucleus;;accessory facial nucleus, dorsal facial nucleus;
Facial lobe;L-VII;; ,
Facial motor-sensory cortex;;;
Facial nerve root;;;
Facial nerve;;;
Facial nucleus proper;;;
Facial nucleus;7; facial motor nucleus, Nucleus facialis, Nucleus nervi facialis,Facial nuclei;
Fascia dentata;;;
Fasciculus retroflexus;;;
Fasciculus;;;
Fasciola cinerea;FG;fasciola cinereum, fasciolar gyrus, Gyrus fasciolaris,fasciola cinerea;
Fastigial nucleus;Fas;fastigial cerebellar nucleus, medial (fastigial) nucleus, medial cerebellar nucleus, Nucleus fastigii,Fastigial nucleus of the cerebellum;
Field CA1 pyramidal layer, deep;;;
Field CA1 pyramidal layer, superficial;;;
Field CA1 pyramidal layer;;;
Field CA1 stratum lacunosum-moleculare;;;
Field CA1 stratum oriens;;;
Field CA1 stratum radiatum;;;
Field CA1;;;
Field CA2 pyramidal layer;;;
Field CA2 stratum lacunosum-moleculare;;;
Field CA2 stratum oriens;;;
Field CA2 stratum radiatum;;;
Field CA2;;;
Field CA3 pyramidal layer;;;
Field CA3 stratum lacunosum-moleculare;;;
Field CA3 stratum lucidum;;;
Field CA3 stratum oriens;;;
Field CA3 stratum radiatum;;;
Field CA3;;;
Field H1 of Forel;H1;field H1, Forel's field H1, thalamic fasciculus, Fasciculus thalamicus;
field L complex;;;
Field L;;;
Fields of Forel;;;
filum terminale;;;
filum;;;
Fimbria of hippocampus;fi;fimbria, Fimbria hippocampi;
fimbria-fornix;;;
Flocculonodular lobe;FNL;archicerebellum, vestibulocerebellum, Archaeocerebellum, Archeocerebellum, Archicerebellum;
Flocculus;Fl;;
Folium-tuber vermis;;;
Fondus striatal;FStr;fondus striata;
Foramen;;;
Forebrain nuclei;;forebrain sites;
Forebrain;FBr;Prosencephalon;
Forelimb region of RNm;;Forelimb RNm;
Fornix; fx;fornix cerebri,Fornix system;
Fourth ventricle lateral aperture;;;
Fourth ventricle lateral recess;;;
Fourth ventricle median aperture;;;
Fourth ventricle;4V;4th ventricle, Ventriculus quartus;
Foveal avascular zone;;;
Foveal cone;;;
Foveal pit;;;
Foveal;;fovea;
Frontal cortex;FL;frontal lobe, Lobus frontalis,frontal cortical plate;
Frontal eye field;;;
Frontal nerve;;;
Frontal operculum;;frontal opercular cortex;
Frontal organ;;;
Frontal pole;frp;Polus frontalis;
Fronto-orbital gyrus;FOG;;
Frontoparietal cortex;;Frontoparietal cortical,Frontoparietal areas;
Fundus of the rhinal sulcus;;;
Fundus striati;;;
Fundus;;;
Funiculi;;;
Fusiform gyrus;FuG; lateral occipitotemporal gyrus, lateral occipito-temporal gyrus, occipitotemporal gyrus, T4, Gyrus fusiformis, Gyrus occipitotemporalis lateralis,fusiform;
GA;;;
General visceral nucleus;;;
Geniculate group of the dorsal thalamus;;;
Geniculate group of the ventral thalamus;;;
Geniculate;;;
Genu of corpus callosum;gcc;genu, genu of corpus callosum, Genu corporis callosi;
Genu of the facial nerve;;;
Germinal zone;;;
Gigantocellular reticular nucleus;;;
Gigantocellular tegmental field;;;
Gigantocellular;;;
Gigantocerebellum;;;
Globose nucleus;Glo;posterior interposed nucleus, posterior interpositus nucleus;
Globular subdivision;;;
Globus pallidus external segment;LGP;lateral globus pallidus, external globus pallidus, lateral pallidal segment, Globus pallidus externus, Globus pallidus lateralis, Pallidus II;
Globus pallidus internal segment;MGP;medial globus pallidus, entopeduncular nucleus, internal globus pallidus, medial pallidal segment, Globus pallidus internus, Globus pallidus medialis, Globus pallidus pars medialis, Pallidus I;
Globus pallidus lateral segment;;;
globus pallidus magnocellular basal nucleus;;;
Globus pallidus medial segment;;;
Globus pallidus;GP;paleostriatum, pallidum, Nucleus pallidus;
Glossopharyngeal ganglion;;;
Glossopharyngeal nerve fiber bundle;;;
Glossopharyngeal nerve;;;
Glycogen body;;;
GR;;;
Gracile fascicle;;;
Gracile fasciculus of medulla;gr;gracile fasciculus of the medulla, gracile fasciculus;
Gracile fasciculus;;gracile fascicle, Fasciculus gracilis, Funiculus gracilis;
Gracile nucleus median part;;;
Gracile nucleus proper;;;
Gracile nucleus;Gr;Goll's nucleus, Nucleus gracilis,gracile;
Granular and dysgranular posterior insula;;;
Granular cortex;;;
granular insular area;;granular insula,granular insular cortex;
Granular lamina of the cochlear nuclei;;;
Granular parietal insular cortex;;;
Granular prefrontal;;;
Gray matter;;;
Griseum centrale;;;
Gross anatomical parts of the cerebellum;;;
Gustatory area;;gustatory cortex;
Gustatory nucleus in the dorsal medulla;;;
Gustatory thalamic nucleus;;;
Gyral crown;;;
Gyrencephalic;;;
Gyrus rectus;Gre, 14;straight gyrus, rectal gyrus, rectus gyrus, Gyrus rectus, area 14 of Carmichael;
Habenula perforata;;;
Habenula;Hb;habenular nuclei, Nucleus habenularis,habenular nucleus,habenular;
Habenular commisure;;;
Habenulo-interpeduncular tract of diencephalon;frd;fasciculus retroflexus of the interbrain, frd;
Habenulo-interpeduncular tract of midbrain;frm;fasciculus retroflexus of the midbrain;
Head of caudate nucleus;HCd;head of the caudate nucleus, head, Caput nuclei caudati;
Hemicerebella;;;
Hemichiasm;;;
Hemicortex;;;
Hemisphere of cerebral cortex;;;
Hemispheric cortex;;;
Hemispheric Lobule II;;;
Hemispheric Lobule III;;;
Hemispheric Lobule IV;;;
Hemispheric Lobule IX;;;
Hemispheric Lobule V;;;
Hemispheric Lobule VI;;;
Hemispheric Lobule VII;;;
Hemispheric Lobule VIIA;;;
Hemispheric Lobule VIIBi;;;
Hemispheric Lobule VIIBii;;;
Hemispheric lobule VIII;;;
Hemispheric Lobule X;;;
Hemispheric part of the anterior lobe of the cerebellum;;;
Hemispheric part of the flocculonodular lobe of the cerebellum;;;
Hemispheric part of the posterior lobe of the cerebellum;;;
Hemispheric parts of the cerebellar cortex;;;
Hemispheric regions;;;
Hemocerebellar;;;
Heschl's gyrus;;;
High vocal center;;;
Hilar;;;
Hilum of dentate nucleus;hdt;hilum of the dentate nucleus;
Hilus;;;
Hindbrain;HBr;Rhombencephalon,Hind brain;
Hindlimb region of RNm;;Hindlimb RNm;
Hippocampal commissure;;;
Hippocampal dentatus;;;
Hippocampal fascia dentata;;;
Hippocampal fields;;Hippocampal region,hippocampal structure;
Hippocampal formation;HiF;hippocampus, seahorse, Formatio hippocampi;
Hippocampal hilus;;;
Hippocampal subcortical nuclei;;;
Hippocampal;;hippocampi;
Hippocamposeptal;;;
Hippocampus proper;;;
Hippocampus regio inferior of Cajal;;;
Hippocampus regio superior of Cajal;;;
Hippocampus;Acx;archicortex,  archipallium, hippocampus, intralimbic gyrus, Archaeocortex, Archeocortex;
Horizontal canal;;;
Horizontal fissure;hzf;horizontal fissure of the cerebellum;
Horizontal limb of the diagonal band;;;
Hypoglossal nerve fiber bundle;;;
Hypoglossal nucleus;12;hypoglossal nerve nucleus, Nucleus nervi hypoglossi,Hypoglossal nerve,hypoglossal,hypoglossa;
Hypophysis;Hp;pituitary gland, Glandula pituitaria, Hypophysis cerebri;
Hypothalamic arcuate nucleus;;;
Hypothalamic fields;;;
Hypothalamic nucleus;;hypothalamic nuclei;
Hypothalamic Orexin neurons;;;
Hypothalamic paraventricular;;;
Hypothalamic periventricular zone;;;
Hypothalamohypophysial tract;;;
Hypothalamus;Hy;preoptico-hypothalamic area, preoptico-hypothalamic region;
ICXv;;;
Induseum griseum;IG; Induseum griseum;
Inferior alveolar nerve;;;
Inferior calcarine sulcus;iccs;;
Inferior central nucleus;Ice;;
Inferior cerebellar peduncle;icp;restiform body;
Inferior cerebellar;;;
Inferior collicular;;;
Inferior colliculus central nucleus;;;
Inferior colliculus cortices;IC;inferior colliculus;
Inferior colliculus dorsal nucleus;;;
Inferior colliculus external nucleus;;;
Inferior colliculus;IC;caudal colliculus, posterior colliculus, Colliculus caudalis, Colliculus inferior, Testes;
Inferior contralateral visual quadrant;;;
Inferior frontal gyrus;IFG;inferior frontal convolution, Gyrus frontalis inferior;
Inferior horn of the lateral ventricle;;;
Inferior occipital gyrus;IOG;;
Inferior occipital sulcus; iocs;;
Inferior olivary complex;IO;inferior olivary nuclear complex, inferior olivary nucleus, inferior olive, Nucleus olivaris inferior,inferior olivary,inferior olive;
Inferior parietal cortex;;;
Inferior parietal lobe;IPL;inferior parietal lobule;
Inferior pulvinar nucleus;Ipul;inferior pulvinar;
Inferior reticular formation;;;
Inferior rostral gyrus;IRoG;;
Inferior salivatory nucleus;;;
Inferior temporal cortex;;;
Inferior temporal gyrus;ITG; Gyrus temporalis inferior;
Inferior transverse frontopolar gyrus;FPGI;inferior frontopolar gyrus;
Inferior vestibular nucleus;Ive;descending vestibular nucleus, spinal vestibular nucleus, Nucleus vestibularis caudalis;
Inferior;;;
Inferotemporal cortex;;;
Infracallosal;;;
Infracerebellar nucleus;Inf;;
Infragenual area 25;;;
Infralimbic area;;infralimbic, infralimbic cortex;
Infundibular recess;;;
Infundibular stem;InfS; infundibular stalk, infundibulum, Infundibulum;
Infundibulum external lamina;;;
Infundibulum internal lamina;;;
Infundibulum;;;
Inner conical body;;;
Inner ear;;;
Inner retinal;;;
Insula magna;;;
Insula of the Sylvian fissure;;;
Insula; Ins;central lobe, insular cortex, insular gyrus, insular lobe, insular region, insulary cortex, island of Reil, morphological insula, Lobus insularis,insular cortices;
Interanterodorsal nucleus of the thalamus;;;
Interanteromedial nucleus of the thalamus;;;
Interbrain;;;
Intercalated amygdaloid nuclei;IA;intercalated amygdaloid nuclei, intercalated masses, Massa intercalata,Intercalated nuclei of the amygdala,intercalated nuclei;
Intercalated nucleus of the spinal cord;;;
Intercollicular nucleus;;;
Intercollicular region;;Intercollicular zone;
Intercollicular tegmentum;;;
Interfascicular nucleus of the bed nuclei of the stria terminalis;;;
Interfascicular nucleus raphe;;;
Intergeniculate leaflet of the lateral geniculate complex;;intergeniculate leaflet;
Interhemispheric neocortical;;;
Intermediate acoustic stria;ias;intermediate acoustic stria of Held;
Intermediate cerebellar nuclear complex;;;
Intermediate cortex;;;
Intermediate Gray of the Spinal Cord;;intermediate gray;
Intermediate hypothalamic region;IHR;;
Intermediate lobule;;;
Intermediate nerve;;;
Intermediate octavomotor nucleus;;;
Intermediate oculomotor nucleus;I3;;
Intermediate orbital gyrus;IOrG;;
Intermediate part of hypophysis;IHP;intermediate lobe of hypophysis;
Intermediate periventricular nucleus of the hypothalamus;Ipe;Intermediate periventricular nucleus;
Intermediate subnucleus;;;
Intermediodorsal nucleus of the thalamus;;intermediodorsal nucleus, intermediodorsal thalamic nucleus,intermediodorsal,intermediolateral nucleus;
intermediolateral cell column;;;
Intermediolateral column of the spinal cord parasympathetic column;;;
Intermediolateral column of the spinal cord sympathetic column;;;
Intermediolateral column of the spinal cord;;;
Intermediolateral visual area;;;
Intermediomedial column of the spinal cord;;;
Intermediomedial nucleus;;;
Internal arcuate fiber bundle;;;
Internal arcuate fibers;;;
Internal capsule;ic;Capsula interna;
Internal globus pallidus;;;
Internal lateral parabrachial subnucleus;;;
Internal medullary lamina of thalamus;iml;internal medullary lamina, Lamina medullaris interna;
Interpeduncular nucleus apical subnucleus;;;
Interpeduncular nucleus central subnucleus;;central interpeduncular nucleus;
Interpeduncular nucleus dorsomedial subnucleus;;dorsomedial interpeduncular nucleus;
Interpeduncular nucleus intermediate subnucleus;;intermediate interpeduncular nucleus;
Interpeduncular nucleus lateral subnucleus dorsal part;;;
Interpeduncular nucleus lateral subnucleus intermediate part;;;
Interpeduncular nucleus lateral subnucleus rostral part;;;
Interpeduncular nucleus lateral subnucleus ventral part;;;
Interpeduncular nucleus lateral subnucleus;;lateral interpeduncular nucleus;
Interpeduncular nucleus rostral subnucleus;;rostral interpeduncular nucleus;
Interpeduncular nucleus;IP;Nucleus interpeduncularis;
Interpolar part of spinal trigeminal nucleus;ISp5;;
Interposed nucleus parvicellular part;;;
Interposed nucleus proper;;;
Interpositus Nucleus;IMO;interposed nucleus of the medulla,interposed nuclei;
Interstitial nucleus of Cajal;Icjl;Nucleus interstitialis Cajal;
Interstitial nucleus of the auditory nerve;;;
Interstitial nucleus of the posterior limb of the anterior commissure;IPAC;;
Interstitial nucleus of the vestibular nerve;;;
Interstitial subnucleus;;;
Interthalamic adhesion;itha;interthalamic connection, Adhaesio interthalamica, Adhesio interthalamica, Massa intermedia;
Interventricular foramen;;;
Intraamygdaloid;;;
Intrahypothalamic;;;
intralaminar and midline nuclei;;intralaminar/midline nuclei, midline/intralaminar nuclei, midline and intralaminar nuclei,midline and intralaminar thalamic nuclei;
intralaminar complex;;;
Intralaminar nuclear group;ILG; intralaminar nuclei of thalamus, intralaminar thalamic nuclei, nonspecific thalamic system,intralaminar nuclei,intralaminar thalamic,intralaminar;
Intralaminar nuclei of the dorsal thalamus;;;
Intralingual sulcus;ils;;
intraocular optic nerve;;;
intraparietal sulcus;;;
intratelencephalic;;;
ipsilateral amygdala;;;
ipsilateral auditory cortex;;;
ipsilateral basilar pontine nuclei;;;
ipsilateral cerebral cortex;;;
ipsilateral chiasm;;;
ipsilateral cochlear nucleus;;;
ipsilateral corpus glomerulosum;;;
Ipsilateral cortical;;;
ipsilateral corticocortical;;;
ipsilateral dorsal octavolateralis nucleus;;;
ipsilateral eminentia granularis;;;
ipsilateral inferior colliculus;;;
ipsilateral inferior oblique muscle;;;
ipsilateral inferior olive;;;
ipsilateral inferior rectus muscle;;;
ipsilateral lateral geniculate nucleus;;;
ipsilateral lateral reticular formation;;;
ipsilateral lobobulbar nucleus;;;
ipsilateral lobus inferior;;;
ipsilateral LSO;;;
ipsilateral medial longitudinal fasciculus;;;
ipsilateral medial pallium;;;
ipsilateral medial prefrontal;;;
ipsilateral medial rectus muscle;;;
ipsilateral medulla oblongata;;;
ipsilateral medullary;;;
ipsilateral nucleus of the optic tract;;;
ipsilateral posterior neocortex;;;
ipsilateral pretectal area;;;
ipsilateral reticular formation;;;
ipsilateral retinal;;;
ipsilateral sagulum;;;
ipsilateral septum;;;
ipsilateral subparaventricular zone;;;
ipsilateral tectum;;;
ipsilateral telencephalon;;;
ipsilateral thalamocortical;;;
ipsilateral ventral septum;;;
ipsilateral zona incerta;;;
Isla magna of Calleja;;isla magna;
Islands of Calleja;Iclj;Islands of Calleja of olfactory tubercle,islands of Calleja complex;
Isocortex;;;
Isthmic nucleus;;nucleus isthmi,isthmus;
Isthmic reticular nucleus;;;
Isthmus of cingulate gyrus;ICgG;isthmus, isthmus of cingulate gyrus, Isthmus-2;
juxtachiasmatic;;;
juxtacommissural;;;
juxtalobar nucleus;;;
Juxtarestiform body;jx;;
Kolliker-Fuse nucleus;;Kölliker-Fuse nuclei,Kölliker-Fuse nucleus;
Kolliker-Fuse subnucleus;;;
koniocortices;;;
L4;;;
L5;;;
L6;;;
l frontal eye fields;;;
lagenar macula;;lagena,lagena macula,lagenar;
Lamina dissecans of entorhinal cortex;;;
Lamina of septum pellucidum; lsp;lamina of the septum pellucidum;
lamina terminalis;;;
laminated nucleus caudalis;;;
large medial terminal nucleus;;;
laryngeal motorcortex;;;
lateral accumbens;;;
Lateral agranular field;;;
Lateral amygdaloid nucleus;LA;lateral amygdalar nucleus, lateral nucleus of amygdala, Nucleus amygdaloideus lateralis, lateral amygdala;
lateral and dorsal cortices;;;
lateral archistriatum intermedium;;;
lateral arcuate nucleus;;;
lateral basilar pons;;;
lateral belt cortex;;;
lateral central nucleus;;;
lateral cerebellar lobules;;;
lateral cerebellar nucleus;;;
Lateral cervical nucleus;; Nucleus cervicalis lateralis;
Lateral cortex;;;
lateral bed nucleus of the stria terminalis;BSTL;;
lateral ventromedial subnucleus;;;
Lateral dorsal nucleus of thalamus;;lateral dorsal nucleus;
lateral dorsal pallium;;;
Lateral forebrain bundle system;;;
lateral forelimb;;;
Lateral geniculate nucleus;LGN,LGB;lateral geniculate complex,  lateral geniculate body, Corpus geniculatum laterale, Corpus geniculatus lateralis, Nucleus geniculatus lateralis,lateral geniculate;
lateral gray;;;
Lateral group of the dorsal thalamus;;;
Lateral habenular nucleus;LHb;lateral habenula, Nucleus habenulae lateralis, Nucleus habenularis lateralis;
lateral horn;;;
Lateral hypothalamic area proper;;;
Lateral hypothalamic area;LH;Area hypothalamica lateralis, Area lateralis hypothalami;
Lateral hypothalamic nucleus;LHy; Nucleus hypothalamicus lateralis,lateral hypothalamus;
Lateral lemniscus;ll;central acoustic tract, Lemniscus lateralis;
Lateral mammillary nucleus;LM; lateral mamillary nucleus;
lateral mediodorsal nucleus;;;
Lateral medullary lamina;lml;;
lateral mesopontine tegmentum;;;
lateral motor column;;;
lateral neostriatum;NLc;lateral neostriatum caudale;
Lateral nuclear group;LNG;lateral nucleus of thalamus, lateral thalamic nuclei, Nucleus lateralis thalami,lateral nuclei,lateral nucleus;
Lateral nucleus of stria terminalis;;;
Lateral nucleus of the amygdala;;;
Lateral occipital cortex;;;
Lateral occipital sulcus;locs;;
Lateral olfactory tract dorsal limb;;;
Lateral olfactory tract;;;
lateral olivocochlear;;;
Lateral orbital frontal cortex;;;
Lateral orbital gyrus;LOrG;;
Lateral parabrachial nucleus;LPB;Nucleus parabrachialis lateralis;
lateral parafascicular;;;
Lateral paragigantocellular nucleus;LPGi; Nucleus paragigantocellularis lateralis;
Lateral part of basal amygdaloid nucleus;BAL;lateral part of the basolateral nucleus, lateral basal nucleus of the amygdala;
Lateral part of medial mammillary nucleus;MML;;
lateral part of the lateral subnucleus;;;
lateral periaqueductal gray;;;
Lateral pericuneate nucleus;LPCu;;
lateral perifornical;;;
Lateral pes lemniscus;lpl;;
lateral polar isocortex;;;
lateral pontine nuclei;;;
lateral posterior complex;;;
Lateral posterior nucleus; LP;lateral posterior nucleus of thalamus, lateral posterior nucleus of the thalamus, lateral posterior thalamic nucleus, posterior lateral nucleus of thalamus, Nucleus lateralis posterior, Nucleus lateralis posterior thalami,Lateral posterior nucleus of the thalamus;
Lateral prefrontal cortex;;;
Lateral preoptic nucleus;LPO;lateral preoptic area, Area preoptica lateralis, Nucleus preopticus lateralis,lateral preoptic;
Lateral pulvinar nucleus;Lpul;Nucleus pulvinaris lateralis;
lateral recess nucleus;;;
lateral relay nucleus;;;
lateral reticular formation;;;
Lateral reticular nucleus magnocellular part;;;
Lateral reticular nucleus parvicellular part;;;
Lateral reticular nucleus;LRt;Nucleus reticularis lateralis,Lateral reticular nuclei;
lateral sagulum;;;
lateral segment;;;
Lateral septal complex;;;
lateral septal nuclei;;;
Lateral septal nucleus caudal (caudodorsal) part dorsal zone;;;
Lateral septal nucleus caudal (caudodorsal) part ventral zone;;;
Lateral septal nucleus caudal (caudodorsal) part;;;
Lateral septal nucleus rostral (rostroventral) part dorsolateral zone;;;
Lateral septal nucleus rostral (rostroventral) part medial zone;;;
Lateral septal nucleus rostral (rostroventral) part ventrolateral zone;;;
Lateral septal nucleus rostral (rostroventral) part;;;
Lateral septal nucleus ventral part;;;
Lateral septal nucleus;LS;lateral septum nucleus,lateral septum, Nucleus lateralis septi, Nucleus septalis lateralis, Nucleus septi lateralis;
Lateral spinal nucleus;;;
Lateral spinothalamic tract;;;
lateral spiriform nucleus;;;
lateral subnuclei;;;
lateral subparafascicular nucleus;;;
lateral subparaventricular zone;;;
lateral sulcus;;;
Lateral superior olivary nucleus; LSO;accessory olivary nucleus, lateral superior olive;
lateral suprasylvian visual area;;;
lateral tegmental field;;;
Lateral tegmental nucleus;;lateral tegmental;
lateral temporal cortex;;;
lateral terminal nuclei;LTN;;
Lateral terminal nucleus of the accessory optic tract;;;
lateral thalamus;;;
lateral trapezoid nucleus;;;
Lateral tuberal nuclear complex;;;
Lateral ventricle; LV;Ventriculus lateralis;
Lateral vestibular nucleus; Lve;Deiter's nucleus, lateral vestibular nucleus (Deiters), nucleus of Deiters, Nucleus vestibularis lateralis, Nucleus vestibularis magnocellularis;
Lateral vestibular nucleus;;;
Lateral zone of the hypothalamus;;;
Lateroanterior nucleus;;;
Laterodorsal tegmental nucleus proper;;;
Laterodorsal tegmental nucleus;LdTg;laterodorsal tegmental;
Laterolateral visual area;;;
lateroposterior nucleus;;;
Layer 6b, isocortex;;;
Left cerebral hemisphere;;;
Left frontal lobe;;;
Left limbic lobe;;;
Left occipital lobe;;;
Left parietal lobe;;;
Left sub-lobar region;;;
Left temporal lobe;;;
Lemniscal;;;
Lemniscus;;;
Lenticular fasciculus;lfs, H2;field H2;
lentiformis mesencephali;;;
leptomeninges;;;
limb sensorimotor corticopontine;;;
limbic cortex;;limbic areas,limbic cortical areas;
limbic forebrain;;forebrain limbic structures, forebrain limbic areas,limbic forebrain areas;
Limbic lobe;LL;lobus limbicus;
limbic structures;;limbic system;
limen insulae;;;
Limen of insula;lmi;limen insula;
Limitans nucleus; Lim;limitans thalamic nucleus, Nucleus limitans, Nucleus limitans thalami;
limitans;;;
Linear nucleus; Li;linear nucleus of the raphe, Nucleus linearis;
Lingual gyrus;LiG;medial occipitotemporal gyrus, Gyrus lingualis;
Lingula;I;lobule I;
Lissauer's tract of medulla;dfm;dorsolateral fasciculus of the medulla, Lissauer's tract, tract of Lissauer, zone of Lissauer;
Lissauer's tract of spinal cord;;dorsolateral fasciculus of the spinal cord,  dorsolateral tract, dorsolateral zone, Lissauer's tract, posterolateral tract, tract of Lissauer, zone of Lissauer;
Lissauers tract;dfm;dorsolateral fasciculus of the medulla, tract of Lissauer, zone of Lissauer, dorsolateral fasciculus of the spinal cord,  dorsolateral tract, dorsolateral zone, posterolateral tract;
Lobe of cerebral cortex;;;
Lobe parts of the cerebellar cortex;;;
Lobula plate;;;
Lobula;;;
Lobular parts of the cerebellar cortex;;;
Lobules of vermis;;;
lobulus simplex;;;
Lobus caudalis of the cerebellum;;;
Lobus inferior;;;
lobus parolfactorius;;;
lobus simplex;;;
lobus subhippocampalis;;;
Locus ceruleus;LC; Locus caeruleus, Locus coeruleus,locus coerculeus,locus coeruleus nuclei;
Locus coeruleus proper;;;
Longitudinal pontine fibers;lp; corticofugal fibers;
Lower brainstem;;;
Lower cervical cord;;;
Lower spinal segments;;;
Lumbar cord;;;
Lumbar plexus;;;
Lumbar ventral horn;;;
Lumbar;;;
Lumbosacral cord segments;;lumbosacral cord,lumbosacral segments,lumbosacral,lumbosacral spinal cord;
Lunate and parietooccipital sulci;;;
Lunate sulcus;lus;;
Macroglomerular complex;;;
Macula;;;
Magnocellular basal nucleus;;;
Magnocellular division of the red nucleus;;;
Magnocellular lobe;;;
Magnocellular nucleus of medial geniculate body;MMG;magnocellular nucleus of the medial geniculate body, Magnocellular nucleus;;;
