A1;;;
A2;;;
A4;;;
A5;;;
A6;;;
A7;;;
A8;;;
A9;;;
A10;;;
Magnocellular octaval nucleus;;;
Magnocellular part of medial dorsal nucleus;MDmc;magnocellular part of the medial dorsal nucleus;
Magnocellular part of red nucleus;RMC;magnocellular part of the red nucleus;
Magnocellular part of ventral anterior nucleus;VAmc;VAmc,magnocellular part of the ventral anterior nucleus;
Magnocellular preoptic nucleus;B;basal magnocellular nucleus, basal forebrain nucleus, basal nuclei of Meynert, basal nucleus, basal nucleus of Meynert, magnocellular preoptic nucleus, nucleus basalis of Meynert, Nucleus basalis, Nucleus basalis (Meynert), Nucleus basalis Meynert;
Magnocellular red nucleus;;;
Magnocellular reticular nucleus;;;
Magnocellular vestibular nucleus;;;
Magnocellular;;;
Main olfactory bulb, glomerular layer;;;
Main olfactory bulb, granule layer;;;
Main olfactory bulb, inner plexiform layer;;;
Main olfactory bulb, mitral layer;;;
Main olfactory bulb, outer plexiform layer;;;
Main olfactory bulb;;;
Major island of Calleja;;;
Mammillary body; mmb;mamillary body, Corpora mamillaria, Corpora mammillaria, Corpus mamillare, Corpus mamillaris, Corpus mammillare;
mammillary complex;;;
mammillary nucleus;;mammillary nuclei,mammillary;
Mammillary peduncle;mpe;;
Mammillotegmental tract;;;
Mammillothalamic tract of hypothalamus;mthh;mammillothalamic tract of the hypothalamus;
Mammillothalamic tract;;mamillothalamic fasciculus, mamillothalamic tract, mamillo-thalamic tract, Fasciculus mamillothalamicus, Tractus mamillo-thalamicus;
Mandibular branch;;Mandibular division;
Marginal stratum;;;
Marginal zone of the spinal cord;;marginal zone;
Masseter nerve;;;
Matrix compartment of caudate nucleus;;;
Matrix compartment of neostriatum;;;
Matrix part of body of caudate nucleus;;;
Matrix part of head of caudate nucleus;;;
Matrix part of tail of caudate nucleus;;;
Maxillary nerve;;;
Medial accessory olive;MIO;medial accessory nucleus of the inferior olive, medial accessory olivary nucleus,Medial accessory nucleus;
Medial accessory subnucleus;;;
Medial agranular cortex;;;
Medial agranular insular area;;medial agranular insular region;
Medial amygdala;;medial amygdaloid nucleus;
Medial anterior hypothalamus;;;
Medial area;;;
Medial auditory nucleus of the medulla;;;
Medial caudate nucleus;;;
Medial central nucleus;;;
Medial cerebellar nucleus;;;
Medial cord;;;
Medial cortex;;;
Medial corticohypothalamic tract;;;
Medial division of the ventromedial subnucleus;;;
Medial division;;;
Medial dorsal horn;;;
Medial dorsal nucleus;MD;dorsomedial nucleus, medial dorsal thalamic nucleus, medial nuclear group, medial thalamic nuclei, medial thalamic nucleus, mediodorsal nucleus, mediodorsal thalamic nucleus, Nucleus dorsomedialis thalami, medialis dorsalis, Nucleus medialis dorsalis, Nucleus medialis dorsalis thalami, Nucleus mediodorsalis thalami;
Medial dorsal pallium;;;
Medial forebrain bundle;mfb;median forebrain bundle,medial forebrain;
Medial frontal cortex;;;
Medial frontal lobe;;;
Medial funicular nucleus;nFM;;
Medial geniculate body;MG;medial geniculate complex, medial geniculate nucleus, Corpus geniculatum mediale, Nucleus corporis geniculati medialis;
Medial geniculate complex dorsal part;;;
Medial geniculate complex medial part;;;
Medial geniculate complex ventral part;;;
Medial geniculate complex;;;
medial geniculate nucleus;MGd;medial geniculate nuclei;
Medial group of the dorsal thalamus;;;
Medial habenula dorsal part;;;
Medial habenula ventral part;;;
Medial habenular nucleus;MHb;medial habenula, Nucleus habenulae medialis, Nucleus habenularis medialis;
medial hypothalamic nuclei;;;
medial interlaminar nucleus;;;
Medial lemniscus of medulla;mlm;medial lemniscus of the medulla;
Medial lemniscus of midbrain;mlmb;medial lemniscus of the midbrain;
Medial lemniscus of pons;mlp;medial lemniscus of the pons;
Medial lemniscus;;;
Medial longitudinal fasciculus of medulla;mlfm;medial longitudinal fasciculus of the medulla,;
Medial longitudinal fasciculus of midbrain;mlfmb;medial longitudinal fasciculus of the midbrain;
Medial longitudinal fasciculus of pons;mlfp;medial longitudinal fasciculus of the pons;
Medial longitudinal fasciculus;;medial longitudinal bundle, medial longitudinal fascicle, Fasciculus longitudinalis medialis,Medial longitudinal fascicle;
Medial mammillary nucleus median part;;;
Medial mammillary nucleus;MM;medial mamillary nucleus, Nucleus mamillaris, Nucleus mamillaris medialis;
Medial mediodorsal nucleus;;;
Medial medulla;;;
Medial medullary lamina;mml;;
Medial motor column;;;
Medial NAo;;;
Medial NIP;;;
Medial nucleus of stria terminalis;;;
Medial nucleus of the amygdala anterodorsal part;;;
Medial nucleus of the amygdala anteroventral part;;;
Medial nucleus of the amygdala posterodorsal part;;;
Medial nucleus of the amygdala posteroventral part;;;
Medial nucleus of the amygdala;;;
Medial nucleus of the optic tract;;;
Medial nucleus of trapezoid body;Tz;trapezoid nucleus, trapezoid nuclei, Nucleus corporis trapezoidei;
Medial nucleus;;;
Medial octavolateral nucleus;;;
Medial oculomotor nucleus;M3;;
Medial olfactory gyrus;MOG;;
Medial olive;;;
Medial orbital frontal cortex;;;
Medial orbital gyrus; MOrG;;
Medial pallium;;;
Medial parabrachial nucleus;MPB;Nucleus parabrachialis medialis;
Medial parafascicular;;;
Medial paralimbic;;;
Medial part of basal amygdaloid nucleus;BAM;medial part of the basal amygdalar nucleus;
Medial part of medial mammillary nucleus;MMM;medial part of the medial mammillary nucleus;
Medial part of mediodorsal nucleus;;;
Medial part of the caudate nucleus;;;
Medial part of the subnucleus;;;
Medial part of ventral lateral nucleus;VLM;medial part of the ventral lateral nucleus, ventral medial nucleus;
Medial peduncular pontine;;;
Medial pericoerulear region;;;
Medial pericuneate nucleus;MPCu;;
medial perifornical;;;
Medial pes lemniscus;mpl;;
Medial pontine tegmentum;;;
Medial postarcuate area 6;;;
Medial prefrontal cortex;mPFC;mPFC,medial prefrontal,medial prefrontal network;
Medial preoptic area proper;;;
Medial preoptic area;;;
Medial preoptic nucleus central part;;;
Medial preoptic nucleus lateral part;;;
Medial preoptic nucleus medial part;;;
Medial preoptic nucleus;MPO;medial preoptic area, medial preoptic hypothalamic nucleus, medial preoptic nucleus, Nucleus praeopticus medialis, Nucleus preopticus medialis,Medial preoptic;
Medial pretectal area;;;
Medial pulvinar nucleus;Mpul;;
Medial reticular formation nuclei;;;
Medial segment;;;
Medial septal nucleus;MS;medial septum nucleus, Nucleus medialis septi, Nucleus septalis medialis ,septal,Medial septal complex,medial septum;
Medial spiriform nucleus;;;
Medial subnuclei;;medial subnucleus;
Medial subnucleus of PrV;;;
Medial subnucleus of solitary tract;Msol;medial subnucleus of the solitary tract, Subnucleus medialis;
Medial substantia innominata;;;
Medial superior colliculus;;;
Medial superior olivary nucleus;MSO;medial superior olive;
Medial tangential;;;
Medial temporal cortex;;;
Medial terminal nucleus of the accessory optic tract;;;
Medial terminal nucleus;;;
Medial thalamus;;;
Medial transverse frontopolar gyrus;FPGM;middle frontopolar gyrus;
Medial tuberal nucleus;;;
Medial ventral lateral parabrachial subnuclei;;;
Medial ventral tegmental area;;;
Medial vestibular nucleus;Mve;dorsal vestibular nucleus, triangular nucleus, Nucleus vestibularis medialis;
Medial zone of the hypothalamus;;medial zone;
Median eminence external lamina;;;
Median eminence internal lamina;;;
Median eminence;ME;medial eminence, Eminentia mediana;
Median preoptic nucleus;MnPO;Nucleus preopticus medianus,median preoptic;
Median raphe nucleus of the pons;;;
Median raphe nucleus;;median raphe;
Mediobasal diencephalon;;;
Mediobasal hypothalamus;;;
Mediodorsal nucleus of the thalamus central part;;;
Mediodorsal nucleus of the thalamus lateral part;;;
Mediodorsal nucleus of the thalamus medial part;;;
Mediodorsal nucleus of the thalamus;MD;mediodorsal nucleus,mediodorsal thalamic nuclei,mediodorsal thalamic nucleus,mediodorsal thalamus,mediodorsal;
mediodorsal parts of the ventral pallidum;;;
Mediolateral septum;;;
Mediolateral visual area;;;
Medulla oblongata;MO;medulla, Bulbus, Medulla oblongata, Myelencephalon;
Medullary anterior horn;MAH;;
Medullary cardiovascular nuclei;;;
Medullary dorsal horn;;dorsal horn of the medulla;
Medullary laminae;;;
Medullary nucleus;;medullary nuclei, medullary;
Medullary raphe nuclei;;medullary raphe,Medullary raphe nuclear complex;
Medullary relay nucleus;;;
Medullary reticular formation;MeRF;bulbar reticular formation, reticular formation of medulla;
Medullary reticular nucleus dorsal part;;;
Medullary reticular nucleus ventral part;;;
Medullary reticular nucleus;;;
Medullary secondary octaval;;;
Medullary white matter;mw;;
Medullary-spinal cord;;;
Meningeal;;;
Mesencephali;;mesencephalic nucleus,mesencephalic;
Mesencephalic nucleus of the fifth nerve;;;
Mesencephalic nucleus of the trigeminal;;;
Mesencephalic nucleus of trigeminal nerve;Me5;midbrain trigeminal nucleus, mesencephalic nucleus, mesencephalic trigeminal nucleus, Nucleus tractus mesencephalici nervi trigemini;
Mesencephalic pretectal gray;;;
Mesencephalic reticular formation;;;
Mesencephalic reticular nucleus proper;;;
Mesencephalic reticular nucleus;;;
Mesencephalic tegmentum;;;
Mesencephalic tract of trigeminal nerve;me5;mesencephalic trigeminal tract, Tractus mesencephalicus nervi trigemini,mesencephalic trigeminal nucleus;
Mesencephalon;;;
Mesenchymal compartment;;;
Meso-diencephalic reticular formation;;;
Mesoaccumbens;;;
Mesocortical;;;
Mesopallium intermediomediale;;;
Mesopontine tegmentum;;;
Metathalamus;MTh;;
Metencephalon;Met, Pons;pons cerebri, Pons Varolii, pons;
Midbrain raphe nuclei;;;
Midbrain reticular formation;MBRF; reticular formation of midbrain, tegmental reticular formation, Formatio reticularis mesencephali, Formatio reticularis tegmenti mesencephali;
Midbrain tectum;Tec;tectum, mesencephalic tectum, tectum of midbrain, Tectum mesencephali;
Midbrain tegmentum;MTg; mesencephalic tegmentum, tegmentum of midbrain, Tegmentum mesencephali;
Midbrain-Hindbrain, Motor, Extrapyramidal;;;
Midbrain-Hindbrain, Motor, Eye;;;
Midbrain-Hindbrain, Motor, Face;;;
Midbrain-Hindbrain, Motor, Jaw;;;
Midbrain-Hindbrain, Motor, Labyrinth;;;
Midbrain-Hindbrain, Motor, Neck;;;
Midbrain-Hindbrain, Motor, Pharynx-Larynx-Esophagus;;;
Midbrain-Hindbrain, Motor, Tongue;;;
Midbrain-Hindbrain, Motor, Viscera;;;
Midbrain-Hindbrain, Motor;;;
Midbrain-Hindbrain, Sensory, Auditory;;;
Midbrain-Hindbrain, Sensory, Gustatory-Visceral;;;
Midbrain-Hindbrain, Sensory, Somatosensory;;;
Midbrain-Hindbrain, Sensory, Vestibular;;;
Midbrain-Hindbrain, Sensory, Visual;;;
Midbrain-Hindbrain, Sensory;;;
Midbrain-Hindbrain;;;
Midbrain;MBr;Mesencephalon;
Middle cerebellar peduncle;mcp;Brachium pontis;
Middle frontal gyrus;MFG;Gyrus F2, Gyrus frontalis medius;
Middle globus pallidus;;;
Middle saccule;;;
Middle temporal area;21;area 21 of Brodmann, Brodmann's area 21;
Middle temporal gyrus;MTG;Gyrus temporalis medius;
Middle temporal visual area;;;
Midline cortex;;;
Midline group of the dorsal thalamus;;;
Midline nuclear group;MNG;midline nuclei of thalamus, midline thalamic nuclei;
Midline paraventricular;;;
Midline septal division;;;
Midline thalamus;;;
Midrostral cortex;;;
Midtelencephalon;;;
Midtemporal retina;;;
Midvermal lobules of the cerebellum;;;
Molecular layer of dorsal cochlear nucleus;;;
Motor and sensory nuclei;;;
Motor cortex;;;
Motor face cortex;;MF;
Motor nuclei of certain cranial nerves;;;
Motor nucleus of the trigeminal parvicellular part;;;
Motor nucleus of the trigeminal proper;;;
Motor nucleus of the trigeminal;;;
motor nucleus of the vagus nerve;;;
Motor nucleus of trigeminal nerve;Mo5;motor nucleus of the trigeminal nerve, motor nucleus, motor trigeminal nucleus, trigeminal motor nucleus, Nucleus motorius nervi trigemini;
Motor nucleus;;;
Motor root of the trigeminal nerve;;;
Motor root of trigeminal nerve;mo5;motor root of the trigeminal nerve;
Motor thalamus;;;
Medial Preoptic Area;MPOA;;
Multimodal nucleus of the thalamus;;;
Mushroom body;;;
Myelencephalic;;;
Myelencephalon;;;
nBOR;;;
Ncm;;;
Neck premotor;;;
Necleus reticularis tegmenti pontis;;;
Neocortex layer 5A;;;
Neocortex layer 5B;;;
Neocortex;;cerebral neocortex, dorsal area, isocortex, neopallial cortex, neopallium, substantia corticalis;
Neocortical;;neocortical areas,neocortical site;
Neodentate part of dentate nucleus;NDt;neodentate part of the dentate nucleus;
Neostriatal;;;
Neostriatum caudale;;;
Neostriatum frontale;;;
Neostriatum;;;
Nerve foramina;;;
Nervi corporis cardiaci;;;
Neural crest;;;
Neural tube;;;
Neuraxis;;;
Neurohypophyseal;;;
Neurohypophysis;NHP;infundibular process, neural lobe, Lobus nervosus;
NIA;;;
Nigral;;nigra;
Nigrostriatal tract;;;
Nigrothalamic fibers;;;
Nigrothalamic;;;
NIP;;;
Nodulus sublobule a;;;
Nodulus sublobule b;;;
Nodulus;X;lobule 10, lobule X, lobule X of Larsell, lobule X of vermis, nodule;
Nonprimary auditory cortex;;;
Nonretinorecipient nucleus pretectalis ventralis;;;
NRT;;;
Nuclear reticularis tegmenti pontis;;;
Nuclei of the basal ganglia;;;
Nuclei of the diagonal band;;;
Nuclei of the thalamus;;Nuclei thalamus;
Nuclei raphes;;;
Nuclei reticularis gigantocellularis;;;
Nuclei supraoptics and paraventricularis;;;
Nucleo-olivary;;;
Nucleus accessorius nervi abducentis;;;
Nucleus accumbens;Acb,NAcc;NAS,Acb,NAcc,NAc, accumbens nucleus, Nucleus accumbens septi, core;
Nucleus ambiguus dorsal division proper;;;
Nucleus ambiguus dorsal division, stylopharyngeal motoneurons;;;
Nucleus ambiguus dorsal division;;;
Nucleus ambiguus ventral division;;;
Nucleus ambiguus;Amb;ambiguous nucleus, ambiguus nucleus, nucleus ambiguus;
Nucleus angularis;;;
Nucleus ansae lenticularis;;;
Nucleus anterior dorsalis;;;
Nucleus basalis of Meynert;;nucleus basalis;
Nucleus Campi Foreli;;;
Nucleus caudalis;;;
Nucleus centralis amygdalae;;;
Nucleus cochlearis;;;
Nucleus commissurae anterioris;;;
Nucleus commissurae postinfundibularis;;;
Nucleus commissurae postopticae;;;
Nucleus commissurae praeinfundibularis;;;
Nucleus commissuralis;;;
Nucleus corticalis;;;
Nucleus Darkschewitsch;;;
Nucleus diffusus lobi inferioris;;;
Nucleus dorsalis hypothalami;;;
Nucleus dorsalis thalami pars medius;;;
Nucleus dorsolateralis anterior pars magnocellularis;;;
Nucleus dorsolateralis anterior pars parvicellularis;;;
Nucleus dorsolateralis anterior;;;
Nucleus dorsolateralis medialis;;;
Nucleus dorsomedialis;;;
Nucleus entopeduncularis;;;
Nucleus exterolateralis pars anterior;;;
Nucleus gigantocellularis;Gi;gigantocellular nucleus, gigantocellular reticular nucleus, nucleus gigantocellularis, Nucleus reticularis gigantocellularis;
Nucleus glomerulosus;;;
Nucleus gracilis;;;
Nucleus incertus compact part;;;
Nucleus incertus diffuse part;;;
Nucleus incertus;;;
Nucleus intercalatus thalami;;nucleus intercalatus,nucleus of Staderini;
Nucleus interfacialis;;;
Nucleus intermedius;;;
Nucleus interpeduncularis mesencephali;;nucleus interpeduncularis;
Nucleus interpositus;;;
Nucleus laminaris precommissuralis;;;
Nucleus laminaris;NL;;
Nucleus lateralis anterior;;;
Nucleus lateralis reticularis;;;
Nucleus lateralis tuberis;;;
Nucleus lateralis valvulae;;;
Nucleus lentiformis mesencephali;;;
Nucleus lentiformis thalami;;;
Nucleus locus ceruleus;;;
Nucleus magnocellularis;NM;;
Nucleus medialis dorsalis;;;
Nucleus medialis posterior;;;
Nucleus medialis;;;
Nucleus mesencephalicus profundus;;;
Nucleus nervi abducentis;;;
Nucleus nervi oculomotorii;;;
Nucleus nervi oculumotorii;;;
Nucleus nervi trochlearis;;;
Nucleus octavolateralis efferens;;;
Nucleus octavus anterior;;;
Nucleus octavus descendens;;;
Nucleus octavus magnocellularis;;;
Nucleus octavus posterior;;;
Nucleus of anterior commissure;AC;bed nucleus of anterior commissure, bed nucleus of the anterior commissure, Nucleus commissurae anterioris;
Nucleus of CNS;;;
Nucleus of Darkschewitsch;Dk;nucleus of Darkshevich, Darkshevich's nucleus, nucleus of Darkschewitsch, Nucleus accessorius, Nucleus Darkschewitsch, Nucleus fasciculi longitudinalis medialis;
Nucleus of diagonal band;DB;nucleus of the diagonal band, diagonal band nucleus, nucleus of the diagonal band of Broca, Nucleus fasciculi diagonalis Brocae;
Nucleus of field H of Forel;FH;prerubral nucleus, Nucleus campi Foreli, nucleus of field H;
Nucleus of lateral olfactory tract;LOT;nucleus of the lateral olfactory tract;
Nucleus of medial eminence;MeE;nucleus of the medial eminence, Nucleus eminentiae teretis;
Nucleus of optic tract;OT;nucleus of the optic tract, Nucleus tractus optici;
Nucleus of posterior commissure;Pcom; nucleus of the posterior commissure, Nucleus commissura posterior;
Nucleus of pretectal area;PTA;nucleus of the pretectal area, Nucleus area pretectalis;
Nucleus of Roller;;;
Nucleus of the brachium of the inferior colliculus;BIC;brachial nucleus of the inferior colliculus,nucleus of the brachium;
Nucleus of the bulbocavernosus;;;
Nucleus of the diagonal band;;nucleus of the diagonal band of Broca;
Nucleus of the fifth cranial nerve;;;
Nucleus of the lateral lemniscus;;;
Nucleus of the lateral olfactory tract dorsal cap;;;
Nucleus of the lateral olfactory tract molecular layer;;;
Nucleus of the lateral olfactory tract pyramidal layer;;;
Nucleus of the lateral olfactory tract;;;
Nucleus of the optic tract;;;
Nucleus of the posterior commissure;;;
Nucleus of the posterior tuber;;;
Nucleus of the solitary tract;NTS;solitary tract nucleus,Solitary tract, nucleus tractus solitarius;
Nucleus of the spinal accessory nerve;;;
Nucleus of the stria medullaris;;;
Nucleus of the stria terminalis;;;
Nucleus of the tractus solitarius;;;
Nucleus of the trapezoid body;;;
Nucleus of the ventral supraoptic decussation;;;
Nucleus olfactoretinalis;;;
Nucleus olfactorius anterior;;;
Nucleus ovoidalis;;;
Nucleus papillioformis;;;
Nucleus parabrachialis pigmentosus;;;
Nucleus parabrachialis;;;
Nucleus paragigantocellularis dorsalis;;;
Nucleus paragigantocellularis;;;
Nucleus paramedianus dorsalis;;dorsal paramedian nucleus;
Nucleus paranigralis;;;
Nucleus paraventricularis;;;
Nucleus pontis caudalis;;;
Nucleus pontis lateralis;;;
Nucleus posterior thalami;;;
Nucleus posterocentralis;;;
Nucleus posteroventralis;;;
Nucleus praeminentialis;;;
Nucleus praeopticus;;;
Nucleus preopticus medialis;;;
Nucleus preopticus;;;
Nucleus prepositus;PrP;prepositus hypoglossal nucleus, prepositus nucleus, Nucleus praepositus, Nucleus praepositus hypoglossi, Nucleus prepositus hypoglossi;
Nucleus pretectalis centralis;;;
Nucleus pretectalis superficialis;;;
Nucleus pretectalis;;;
Nucleus principalis precommissuralis;;;
Nucleus profundus mesencephali;;;
Nucleus proprius of the spinal cord;;nucleus proprius;
Nucleus raphe interpositus;;;
Nucleus raphe magnus; RMg;raphe magnus nucleus, Nucleus raphes magnus;
nucleus raphe obsculus;;;
Nucleus raphe obscurus; Rob;raphe obscurus nucleus, Nucleus raphes obscurus;
Nucleus raphe pallidus;Rpa; raphe pallidus nucleus;
Nucleus raphe pontis;;;
Nucleus reticularis gigantocellularis pars ventralis;;;
Nucleus reticularis gigantocellularis;;;
Nucleus reticularis lateralis;;;
Nucleus reticularis magnocellularis;;;
Nucleus reticularis parvocellularis;;;
Nucleus reticularis rostroventrolateralis;;;
Nucleus reticularis tegmenti pontis;;;
Nucleus reticularis thalami;;;
Nucleus reticularis ventralis;;;
Nucleus reticularis;;;
Nucleus retroambigualis;Ramb;retroambiguus nucleus, nucleus retroambigualis;
Nucleus retroambiguus;NRA;;
Nucleus retrofacialis;;;
Nucleus reuniens caudal division caudal part;;;
Nucleus reuniens caudal division dorsal part;;;
Nucleus reuniens caudal division median part;;;
Nucleus reuniens caudal division posterior part;;;
Nucleus reuniens caudal division;;;
Nucleus reuniens rostral division anterior part;;;
Nucleus reuniens rostral division dorsal part;;;
Nucleus reuniens rostral division lateral part;;;
Nucleus reuniens rostral division median part;;;
Nucleus reuniens rostral division rostral part;;;
Nucleus reuniens rostral division ventral part;;;
Nucleus reuniens rostral division;;;
Nucleus reuniens;;;
Nucleus rotundus of thalamus;;nucleus rotundus;
Nucleus sagulum;;;
Nucleus septalis impar;;;
Nucleus septi;;;
Nucleus sphericus;;;
Nucleus spinalis nervi trigemini;;;
Nucleus subceruleus;SubC;subceruleus nucleus, nucleus subceruleus, subcoeruleus nucleus, Nucleus subceruleus,nucleus subcoeruleus;
Nucleus submedius;;;
Nucleus supraopticus;;;
Nucleus supraspinalis;;;
Nucleus taeniae;;;
Nucleus tegmenti pedunculopontinus;;;
Nucleus tractus solitarius;NTS;Nucleus tractus solitarii;
Nucleus ventralis hypothalami;;;
Nucleus ventralis medialis;;;
Nucleus ventralis thalami;;;
Obex;obxa;;
Occipital cortex;OL;occipital lobe, occipital region, Lobus occipitalis,occipital areas;
Occipital gyrus;OG;;
Occipital lobe;OL;occipital cortex, occipital region, Lobus occipitalis;
Occipital pole;ocp;;
Occipital;;occipitalis;
Octaval efferent nucleus;;;
Octaval nerve;;;
Octaval nucleus;;;
Octavolateral area;;;
Octavolateralis efferent nucleus;;;
Octavolateralis nucleus;;;
Octavus nerve;;;
Octavus nuclear column;;;
Octavus nuclei;;;
Oculomotor nerve fibers;3nf;;
Oculomotor nerve;;;
Oculomotor nuclear complex;3;oculomotor nucleus, Nucleus nervi oculomotorii, Nucleus oculomotorius,Oculomotor complex;
Oculomotor nuclei;;oculomotor nucleus,Oculomotor;
Oculomotor nucleus proper;;;
Oculomotor subnuclei;;;
Olfactory areas;;;
Olfactory bulb internal plexiform layer outer part;;outer plexiform layer of the main olfactory bulb;
Olfactory bulb internal plexiform layer;;inner plexiform layer of the main olfactory bulb;
Olfactory bulb accessory nucleus;;;
Olfactory bulb main external plexiform layer;;;
Olfactory bulb main glomerular layer;;glomerular layer of the main olfactory bulb;
Olfactory bulb main granule cell layer;;granule cell layer of the main olfactory bulb;
Olfactory bulb main mitral cell body layer;;mitral layer of the main olfactory bulb;
Olfactory bulb main of rodent;;;
Olfactory bulb main olfactory nerve layer;;;
Olfactory bulb;Olf,Ob;main olfactory bulb, Bulbus olfactorius;
Olfactory cortex;;primary olfactory areas, olfactory area, primary olfactory cortex, Regio olfactoria;
Olfactory entorhinal cortex;;;
Olfactory epithelium;;;
Olfactory glomeruli;;;
Olfactory limb;;;
Olfactory nerve;;;
Olfactory neuroepithelium;;;
Olfactory peduncle;olf;olfactory stalk, olfactory tract, Tractus olfactorius;
Olfactory placode;;;
Olfactory system;;;
Olfactory trigone;olt;;
Olfactory tubercle molecular layer;;;
Olfactory tubercle polymorph layer;;;
Olfactory tubercle pyramidal layer;;;
Olfactory tubercle;Tu;anterior perforated space, anterior perforated substance, Tuberculum olfactorium;
Olfactory;;;
Olivary pretectal nucleus;Opt;pretectal olivary nucleus;
Olivary subnucleus;;;
Olivary;;olive;
Olivocerebellar tract;;;
Olivocochlear bundle;;;
Olivonuclear;;;
Ommatidium;;;
Omnipause region;;;
Onuf's nucleus;;Onuf nucleus;
Opercular part of inferior frontal gyrus;;opercular part of the inferior frontal gyrus;
Ophthalmic and apical nerves;;;
Ophthalmic division;;;
Opposite optic nerve;;;
Optic chiasm;ox;decussation of optic nerve fibers, optic chiasma, Chiasma, Chiasma opticum;
Optic disk;;Optic disc;
Optic fissure;;;
Optic foramen;;;
Optic lobe;;;
Optic nerve meninges;;;
Optic nerve;;Optic nerv;
Optic neuropils;;;
Optic recess of third ventricle;;;
Optic stalk;;;
Optic tecta;;;
Optic tectum;;;
Optic tract;;;
Optic ventricle;;;
Optical;;;
Oral part of spinal trigeminal nucleus;OSp5;oral part of the spinal trigeminal nucleus;
Oral part of ventral lateral nucleus;VLO;oral part of the ventral lateral nucleus, ventral lateral anterior nucleus;
Oral part of ventral posterolateral nucleus;VPLO;oral part of the ventral posterolateral nucleus, Nucleus ventralis intermedius thalami, Nucleus ventrointermedius;
Oral pontine reticular formation;;;
Oral pontine reticular nucleus;PnO; Nucleus reticularis pontis oralis;
Oral pulvinar nucleus;Opul;anterior pulvinar nucleus;
Orbit;;;
Orbital area lateral part;;;
Orbital area medial part;;;
Orbital area ventral part;;;
Orbital area ventrolateral part;;;
Orbital area;;Orbital cortex;
Orbital frontal cortex;;Orbitofrontal;
Orbital gyri complex;;;
Orbital part of inferior frontal gyrus;;orbital part of the inferior frontal gyrus;
orbital prefrontal network;;;
Orbital septa;;;
Orbital surface;;;
Orbital;;;
Orbitomedial prefrontal cortical;;;
Organ of Corti;;;
Organum vasculosum lamina terminalis;OV;organum vasculosum,  supraoptic crest, vascular organ of lamina terminalis, Organum vasculosum of lamina terminalis;
ORX neurons;;ORX;
Orx/Hcrt;;Orx/Hcrt neurons,Orexins/Hypocretins;
Osseous capsula of the ear;;;
Otolith;;;
Oval nucleus of the bed nucleus of the stria terminalis;BSTov;;
Oval paracentral;;;
Ovoidalis complex;;;
P command nucleus;;;
Pairetal ventral area;;;
Paleocortex;;;
Paleodentate of dentate nucleus;PDt;paleodentate part of the dentate nucleus;
Paleostriatum ventrale;;;
Pallial thickening;;;
Pallidal;;;
Pallidostriatal;;;
Pallidotegmental fascicle;;;
Pallidotegmental fasciculus;ptf;;
Pallidothalamic pathway;;;
Pallidum dorsal region;;;
Pallidum rostral region;;;
Pallidum ventral region;;;
Pallidum;;;
Pallium;;;
Parabelt;;;
Parabigeminal nucleus;PBG;Nucleus parabigeminalis,parabigeminal;
Parabrachial area;;;
Parabrachial nucleus lateral division central lateral part;;;
Parabrachial nucleus lateral division dorsal lateral part;;;
Parabrachial nucleus lateral division external lateral part;;;
Parabrachial nucleus lateral division extreme lateral part;;;
Parabrachial nucleus lateral division internal lateral part;;;
Parabrachial nucleus lateral division superior lateral part;;;
Parabrachial nucleus lateral division ventral lateral part;;;
Parabrachial nucleus lateral division;;;
Parabrachial nucleus medial division external medial part;;;
Parabrachial nucleus medial division medial medial part;;;
Parabrachial nucleus medial division ventral medial part;;;
Parabrachial nucleus medial division;;;
Parabrachial nucleus;;parabrachial nuclei,parabrachial;
Parabrachial pigmented nucleus;PBP;Nucleus parabrachialis pigmentosus;
Parabrachial region;;;
Paracentral nucleus;PC;paracentral thalamic nucleus, PC, Nucleus paracentralis,Paracentral nucleus of the thalamus,paracentral;
Parafascicular nucleus;Pf,PF;parafascicular nucleus of the thalamus, parafascicular thalamic nucleus, Nucleus parafascicularis, Nucleus parafascicularis thalami,parafascicular,parafascicular nucleus,nucleus parafascicularis,parafascicular;
Paraflocculus;;;
Parageminal nucleus;;;
Paragigantocellular reticular nucleus dorsal part;;;
Paragigantocellular reticular nucleus lateral part;;;
Paragigantocellular reticular nucleus;;;
Paragigantocellularis dorsalis;;;
Paragigantocellularis lateralis;;;
Parahippocampal area;;parahippocampal cortex,Parahippocampal;
Parahippocampal gyrus;PHG;hippocampal gyrus, Gyrus hippocampi, Gyrus parahippocampalis;
Parainsula;;;
Paralaminar part of medial dorsal nucleus;MDpl;paralaminar part of the medial dorsal nucleus;
Paralateral lemniscal nucleus;;;
Paramedian lobule;;;
Paramedian medullary;;;
Paramedian pontine reticular formation;;;
Paramedian reticular nucleus;PMRt;paramedian reticular nuclei;
Paranigral;;;
Paraoculomotor cell groups;;;
Paraoculomotor nuclei;;;
Parapineal organ;;;
Parapyramidal nucleus deep part;;;
Parapyramidal nucleus superficial part;;;
Parapyramidal nucleus;;Parapyramidal region;
Parasolitary nucleus;Psol; Nucleus parasolitarius;
Parastrial nucleus;;;
parasubicular;;;
Parasubiculum layer 1;;;
Parasubiculum layer 2;;;
Parasubiculum layer 3;;;
Parasubiculum layer 4;;;
Parasubiculum layer 5;;;
Parasubiculum layer 6;;;
Parasubiculum;PaS;;
